id,stereotype,implicit
s_4675,1,1
s_4676,1,1
s_4677,1,1
s_4678,1,1
s_4679,1,1
s_4680,1,1
s_4681,1,1
s_4682,1,1
s_4683,1,1
s_4684,1,1
s_4685,1,1
s_4686,1,1
s_4687,1,1
s_4688,1,1
s_4689,1,1
s_4690,1,1
s_4691,1,1
s_4692,1,1
s_4693,1,1
s_4694,1,1
s_4695,1,1
s_4696,1,1
s_4697,1,1
s_4698,1,1
s_4699,1,1
s_4700,1,1
s_4701,1,1
s_4702,1,1
s_4703,1,1
s_4704,1,1
s_4705,1,1
s_4706,1,1
s_4707,1,1
s_4708,1,1
s_4709,1,1
s_4710,1,1
s_4711,1,1
s_4712,1,1
s_4713,1,1
s_4714,1,1
s_4715,1,1
s_4716,1,1
s_4717,1,1
s_4718,1,1
s_4719,1,1
s_4720,1,1
s_4721,1,1
s_4722,1,1
s_4723,1,1
s_4724,1,1
s_4725,1,1
s_4726,1,1
s_4727,1,1
s_4728,1,1
s_4729,1,1
s_4730,1,1
s_4731,1,1
s_4732,1,1
s_4733,1,1
s_4734,1,1
s_4735,1,1
s_4736,1,1
s_4737,1,1
s_4738,1,1
s_4739,1,1
s_4740,1,1
s_4741,1,1
s_4742,1,1
s_4743,1,1
s_4744,1,1
s_4745,1,1
s_4746,1,1
s_4747,1,1
s_4748,1,1
s_4749,1,1
s_4750,1,1
s_4751,1,1
s_4752,1,1
s_4753,1,1
s_4754,1,1
s_4755,1,1
s_4756,1,1
s_4757,1,1
s_4758,1,1
s_4759,1,1
s_4760,1,1
s_4761,1,1
s_4762,1,1
s_4763,1,1
s_4764,1,1
s_4765,1,1
s_4766,1,1
s_4767,1,1
s_4768,1,1
s_4769,1,1
s_4770,1,1
s_4771,1,1
s_4772,1,1
s_4773,1,1
s_4774,1,1
s_4775,1,1
s_4776,1,1
s_4777,1,1
s_4778,1,1
s_4779,1,1
s_4780,1,1
s_4781,1,1
s_4782,1,1
s_4783,1,1
s_4784,1,1
s_4785,1,1
s_4786,1,1
s_4787,1,1
s_4788,1,1
s_4789,1,1
s_4790,1,1
s_4791,1,1
s_4792,1,1
s_4793,1,1
s_4794,1,1
s_4795,1,1
s_4796,1,1
s_4797,1,1
s_4798,1,1
s_4799,1,1
s_4800,1,1
s_4801,1,1
s_4802,1,1
s_4803,1,1
s_4804,1,1
s_4805,1,1
s_4806,1,1
s_4807,1,1
s_4808,1,1
s_4809,1,1
s_4810,1,1
s_4811,1,1
s_4812,1,1
s_4813,1,1
s_4814,1,1
s_4815,1,1
s_4816,1,1
s_4817,1,1
s_4818,1,1
s_4819,1,1
s_4820,1,1
s_4821,1,1
s_4822,1,1
s_4823,1,1
s_4824,1,1
s_4825,1,1
s_4826,1,1
s_4827,1,1
s_4828,1,1
s_4829,1,1
s_4830,1,1
s_4831,1,1
s_4832,1,1
s_4833,1,1
s_4834,1,1
s_4835,1,1
s_4836,1,1
s_4837,1,1
s_4838,1,1
s_4839,1,1
s_4840,1,1
s_4841,1,1
s_4842,1,1
s_4843,1,1
s_4844,1,1
s_4845,1,1
s_4846,1,1
s_4847,1,1
s_4848,1,1
s_4849,1,1
s_4850,1,1
s_4851,1,1
s_4852,1,1
s_4853,1,1
s_4854,1,1
s_4855,1,1
s_4856,1,1
s_4857,1,1
s_4858,1,1
s_4859,1,1
s_4860,1,1
s_4861,1,1
s_4862,1,1
s_4863,1,1
s_4864,1,1
s_4865,1,1
s_4866,1,1
s_4867,1,1
s_4868,1,1
s_4869,1,1
s_4870,1,1
s_4871,1,1
s_4872,1,1
s_4873,1,1
s_4874,1,1
s_4875,1,1
s_4876,1,1
s_4877,1,1
s_4878,1,1
s_4879,1,1
s_4880,1,1
s_4881,1,1
s_4882,1,1
s_4883,1,1
s_4884,1,1
s_4885,1,1
s_4886,1,1
s_4887,1,1
s_4888,1,1
s_4889,1,1
s_4890,1,1
s_4891,1,1
s_4892,1,1
s_4893,1,1
s_4894,1,1
s_4895,1,1
s_4896,1,1
s_4897,1,1
s_4898,1,1
s_4899,1,1
s_4900,1,1
s_4901,1,1
s_4902,1,1
s_4903,1,1
s_4904,1,1
s_4905,1,1
s_4906,1,1
s_4907,1,1
s_4908,1,1
s_4909,1,1
s_4910,1,1
s_4911,1,1
s_4912,1,1
s_4913,1,1
s_4914,1,1
s_4915,1,1
s_4916,1,1
s_4917,1,1
s_4918,1,1
s_4919,1,1
s_4920,1,1
s_4921,1,1
s_4922,1,1
s_4923,1,1
s_4924,1,1
s_4925,1,1
s_4926,1,1
s_4927,1,1
s_4928,1,1
s_4929,1,1
s_4930,1,1
s_4931,1,1
s_4932,1,1
s_4933,1,1
s_4934,1,1
s_4935,1,1
s_4936,1,1
s_4937,1,1
s_4938,1,1
s_4939,1,1
s_4940,1,1
s_4941,1,1
s_4942,1,1
s_4943,1,1
s_4944,1,1
s_4945,1,1
s_4946,1,1
s_4947,1,1
s_4948,1,1
s_4949,1,1
s_4950,1,1
s_4951,1,1
s_4952,1,1
s_4953,1,1
s_4954,1,1
s_4955,1,1
s_4956,1,1
s_4957,1,1
s_4958,1,1
s_4959,1,1
s_4960,1,1
s_4961,1,1
s_4962,1,1
s_4963,1,1
s_4964,1,1
s_4965,1,1
s_4966,1,1
s_4967,1,1
s_4968,1,1
s_4969,1,1
s_4970,1,1
s_4971,1,1
s_4972,1,1
s_4973,1,1
s_4974,1,1
s_4975,1,1
s_4976,1,1
s_4977,1,1
s_4978,1,1
s_4979,1,1
s_4980,1,1
s_4981,1,1
s_4982,1,1
s_4983,1,1
s_4984,1,1
s_4985,1,1
s_4986,1,1
s_4987,1,1
s_4988,1,1
s_4989,1,1
s_4990,1,1
s_4991,1,1
s_4992,1,1
s_4993,1,1
s_4994,1,1
s_4995,1,1
s_4996,1,1
s_4997,1,1
s_4998,1,1
s_4999,1,1
s_5000,1,1
s_5001,1,1
s_5002,1,1
s_5003,1,1
s_5004,1,1
s_5005,1,1
s_5006,1,1
s_5007,1,1
s_5008,1,1
s_5009,1,1
s_5010,1,1
s_5011,1,1
s_5012,1,1
s_5013,1,1
s_5014,1,1
s_5015,1,1
s_5016,1,1
s_5017,1,1
s_5018,1,1
s_5019,1,1
s_5020,1,1
s_5021,1,1
s_5022,1,1
s_5023,1,1
s_5024,1,1
s_5025,1,1
s_5026,1,1
s_5027,1,1
s_5028,1,1
s_5029,1,1
s_5030,1,1
s_5031,1,1
s_5032,1,1
s_5033,1,1
s_5034,1,1
s_5035,1,1
s_5036,1,1
s_5037,1,1
s_5038,1,1
s_5039,1,1
s_5040,1,1
s_5041,1,1
s_5042,1,1
s_5043,1,1
s_5044,1,1
s_5045,1,1
s_5046,1,1
s_5047,1,1
s_5048,1,1
s_5049,1,1
s_5050,1,1
s_5051,1,1
s_5052,1,1
s_5053,1,1
s_5054,1,1
s_5055,1,1
s_5056,1,1
s_5057,1,1
s_5058,1,1
s_5059,1,1
s_5060,1,1
s_5061,1,1
s_5062,1,1
s_5063,1,1
s_5064,1,1
s_5065,1,1
s_5066,1,1
s_5067,1,1
s_5068,1,1
s_5069,1,1
s_5070,1,1
s_5071,1,1
s_5072,1,1
s_5073,1,1
s_5074,1,1
s_5075,1,1
s_5076,1,1
s_5077,1,1
s_5078,1,1
s_5079,1,1
s_5080,1,1
s_5081,1,1
s_5082,1,1
s_5083,1,1
s_5084,1,1
s_5085,1,1
s_5086,1,1
s_5087,1,1
s_5088,1,1
s_5089,1,1
s_5090,1,1
s_5091,1,1
s_5092,1,1
s_5093,1,1
s_5094,1,1
s_5095,1,1
s_5096,1,1
s_5097,1,1
s_5098,1,1
s_5099,1,1
s_5100,1,1
s_5101,1,1
s_5102,1,1
s_5103,1,1
s_5104,1,1
s_5105,1,1
s_5106,1,1
s_5107,1,1
s_5108,1,1
s_5109,1,1
s_5110,1,1
s_5111,1,1
s_5112,1,1
s_5113,1,1
s_5114,1,1
s_5115,1,1
s_5116,1,1
s_5117,1,1
s_5118,1,1
s_5119,1,1
s_5120,1,1
s_5121,1,1
s_5122,1,1
s_5123,1,1
s_5124,1,1
s_5125,1,1
s_5126,1,1
s_5127,1,1
s_5128,1,1
s_5129,1,1
s_5130,1,1
s_5131,1,1
s_5132,1,1
s_5133,1,1
s_5134,1,1
s_5135,1,1
s_5136,1,1
s_5137,1,1
s_5138,1,1
s_5139,1,1
s_5140,1,1
s_5141,1,1
s_5142,1,1
s_5143,1,1
s_5144,1,1
s_5145,1,1
s_5146,1,1
s_5147,1,1
s_5148,1,1
s_5149,1,1
s_5150,1,1
s_5151,1,1
s_5152,1,1
s_5153,1,1
s_5154,1,1
s_5155,1,1
s_5156,1,1
s_5157,1,1
s_5158,1,1
s_5159,1,1
s_5160,1,1
s_5161,1,1
s_5162,1,1
s_5163,1,1
s_5164,1,1
s_5165,1,1
s_5166,1,1
s_5167,1,1
s_5168,1,1
s_5169,1,1
s_5170,1,1
s_5171,1,1
s_5172,1,1
s_5173,1,1
s_5174,1,1
s_5175,1,1
s_5176,1,1
s_5177,1,1
s_5178,1,1
s_5179,1,1
s_5180,1,1
s_5181,1,1
s_5182,1,1
s_5183,1,1
s_5184,1,1
s_5185,1,1
s_5186,1,1
s_5187,1,1
s_5188,1,1
s_5189,1,1
s_5190,1,1
s_5191,1,1
s_5192,1,1
s_5193,1,1
s_5194,1,1
s_5195,1,1
s_5196,1,1
s_5197,1,1
s_5198,1,1
s_5199,1,1
s_5200,1,1
s_5201,1,1
s_5202,1,1
s_5203,1,1
s_5204,1,1
s_5205,1,1
s_5206,1,1
s_5207,1,1
s_5208,1,1
s_5209,1,1
s_5210,1,1
s_5211,1,1
s_5212,1,1
s_5213,1,1
s_5214,1,1
s_5215,1,1
s_5216,1,1
s_5217,1,1
s_5218,1,1
s_5219,1,1
s_5220,1,1
s_5221,1,1
s_5222,1,1
s_5223,1,1
s_5224,1,1
s_5225,1,1
s_5226,1,1
s_5227,1,1
s_5228,1,1
s_5229,1,1
s_5230,1,1
s_5231,1,1
s_5232,1,1
s_5233,1,1
s_5234,1,1
s_5235,1,1
s_5236,1,1
s_5237,1,1
s_5238,1,1
s_5239,1,1
s_5240,1,1
s_5241,1,1
s_5242,1,1
s_5243,1,1
s_5244,1,1
s_5245,1,1
s_5246,1,1
s_5247,1,1
s_5248,1,1
s_5249,1,1
s_5250,1,1
s_5251,1,1
s_5252,1,1
s_5253,1,1
s_5254,1,1
s_5255,1,1
s_5256,1,1
s_5257,1,1
s_5258,1,1
s_5259,1,1
s_5260,1,1
s_5261,1,1
s_5262,1,1
s_5263,1,1
s_5264,1,1
s_5265,1,1
s_5266,1,1
s_5267,1,1
s_5268,1,1
s_5269,1,1
s_5270,1,1
s_5271,1,1
s_5272,1,1
s_5273,1,1
s_5274,1,1
s_5275,1,1
s_5276,1,1
s_5277,1,1
s_5278,1,1
s_5279,1,1
s_5280,1,1
s_5281,1,1
s_5282,1,1
s_5283,1,1
s_5284,1,1
s_5285,1,1
s_5286,1,1
s_5287,1,1
s_5288,1,1
s_5289,1,1
s_5290,1,1
s_5291,1,1
s_5292,1,1
s_5293,1,1
s_5294,1,1
s_5295,1,1
s_5296,1,1
s_5297,1,1
s_5298,1,1
s_5299,1,1
s_5300,1,1
s_5301,1,1
s_5302,1,1
s_5303,1,1
s_5304,1,1
s_5305,1,1
s_5306,1,1
s_5307,1,1
s_5308,1,1
s_5309,1,1
s_5310,1,1
s_5311,1,1
s_5312,1,1
s_5313,1,1
s_5314,1,1
s_5315,1,1
s_5316,1,1
s_5317,1,1
s_5318,1,1
s_5319,1,1
s_5320,1,1
s_5321,1,1
s_5322,1,1
s_5323,1,1
s_5324,1,1
s_5325,1,1
s_5326,1,1
s_5327,1,1
s_5328,1,1
s_5329,1,1
s_5330,1,1
s_5331,1,1
s_5332,1,1
s_5333,1,1
s_5334,1,1
s_5335,1,1
s_5336,1,1
s_5337,1,1
s_5338,1,1
s_5339,1,1
s_5340,1,1
s_5341,1,1
s_5342,1,1
s_5343,1,1
s_5344,1,1
s_5345,1,1
s_5346,1,1
s_5347,1,1
s_5348,1,1
d_2548_01,1,1
d_2549_01,1,1
d_2549_02,1,1
d_2550_01,1,1
d_2551_01,1,1
d_2552_01,1,1
d_2552_02,1,1
d_2553_01,1,1
d_2553_02,1,1
d_2554_01,1,1
d_2554_02,1,1
d_2555_01,1,1
d_2555_02,1,1
d_2555_03,1,1
d_2556_01,1,1
d_2556_02,1,1
d_2557_01,1,1
d_2557_02,1,1
d_2558_01,1,1
d_2558_02,1,1
d_2558_03,1,1
d_2559_01,1,1
d_2559_02,1,1
d_2559_03,1,1
d_2560_01,1,1
d_2560_02,1,1
d_2561_01,1,1
d_2562_01,1,1
d_2563_01,1,1
d_2564_01,1,1
d_2564_02,1,1
d_2564_03,1,1
d_2565_01,1,1
d_2565_02,1,1
d_2565_03,1,1
d_2566_01,1,1
d_2566_02,1,1
d_2566_03,1,1
d_2566_04,1,1
d_2566_05,1,1
d_2566_06,1,1
d_2566_07,1,1
d_2567_01,1,1
d_2568_01,1,1
d_2568_02,1,1
d_2569_01,1,1
d_2569_02,1,1
d_2569_03,1,1
d_2570_01,1,1
d_2570_02,1,1
d_2571_01,1,1
d_2571_02,1,1
d_2571_03,1,1
d_2572_01,1,1
d_2573_01,1,1
d_2573_02,1,1
d_2573_03,1,1
d_2574_01,1,1
d_2575_01,1,1
d_2575_02,1,1
d_2575_03,1,1
d_2576_01,1,1
d_2576_02,1,1
d_2577_01,1,1
d_2577_02,1,1
d_2577_03,1,1
d_2578_01,1,1
d_2579_01,1,1
d_2580_01,1,1
d_2580_02,1,1
d_2581_01,1,1
d_2582_01,1,1
d_2582_02,1,1
d_2582_03,1,1
d_2583_01,1,1
d_2583_02,1,1
d_2583_03,1,1
d_2584_01,1,1
d_2585_01,1,1
d_2586_01,1,1
d_2586_02,1,1
d_2587_01,1,1
d_2587_02,1,1
d_2588_01,1,1
d_2588_02,1,1
d_2589_01,1,1
d_2590_01,1,1
d_2591_01,1,1
d_2592_01,1,1
d_2592_02,1,1
d_2592_03,1,1
d_2593_01,1,1
d_2593_02,1,1
d_2593_03,1,1
d_2594_01,1,1
d_2594_02,1,1
d_2595_01,1,1
d_2596_01,1,1
d_2596_02,1,1
d_2596_03,1,1
d_2596_04,1,1
d_2596_05,1,1
d_2596_06,1,1
d_2596_07,1,1
d_2597_01,1,1
d_2597_02,1,1
d_2597_03,1,1
d_2598_01,1,1
d_2599_01,1,1
d_2600_01,1,1
d_2601_01,1,1
d_2601_02,1,1
d_2601_03,1,1
d_2602_01,1,1
d_2602_02,1,1
d_2602_03,1,1
d_2602_04,1,1
d_2602_05,1,1
d_2603_01,1,1
d_2604_01,1,1
d_2604_02,1,1
d_2604_03,1,1
d_2604_04,1,1
d_2605_01,1,1
d_2606_01,1,1
d_2607_01,1,1
d_2607_02,1,1
d_2608_01,1,1
d_2608_02,1,1
d_2608_03,1,1
d_2608_04,1,1
d_2609_01,1,1
d_2610_01,1,1
d_2610_02,1,1
d_2610_03,1,1
d_2610_04,1,1
d_2610_05,1,1
d_2611_01,1,1
d_2611_02,1,1
d_2611_03,1,1
d_2612_01,1,1
d_2612_02,1,1
d_2613_01,1,1
d_2614_01,1,1
d_2615_01,1,1
d_2616_01,1,1
d_2617_01,1,1
d_2617_02,1,1
d_2618_01,1,1
d_2619_01,1,1
d_2620_01,1,1
d_2621_01,1,1
d_2622_01,1,1
d_2623_01,1,1
d_2623_02,1,1
d_2623_03,1,1
d_2624_01,1,1
d_2625_01,1,1
d_2626_01,1,1
d_2626_02,1,1
d_2627_01,1,1
d_2627_02,1,1
d_2628_01,1,1
d_2629_01,1,1
d_2630_01,1,1
d_2631_01,1,1
d_2631_02,1,1
d_2632_01,1,1
d_2632_02,1,1
d_2633_01,1,1
d_2634_01,1,1
d_2635_01,1,1
d_2636_01,1,1
d_2636_02,1,1
d_2636_03,1,1
d_2636_04,1,1
d_2636_05,1,1
d_2637_01,1,1
d_2637_02,1,1
d_2637_03,1,1
d_2638_01,1,1
d_2638_02,1,1
d_2639_01,1,1
d_2640_01,1,1
d_2641_01,1,1
d_2642_01,1,1
d_2642_02,1,1
d_2642_03,1,1
d_2642_04,1,1
d_2642_05,1,1
d_2643_01,1,1
d_2643_02,1,1
d_2644_01,1,1
d_2645_01,1,1
d_2645_02,1,1
d_2645_03,1,1
d_2645_04,1,1
d_2645_05,1,1
d_2646_01,1,1
d_2647_01,1,1
d_2648_01,1,1
d_2648_02,1,1
d_2649_01,1,1
d_2649_02,1,1
d_2650_01,1,1
d_2651_01,1,1
d_2651_02,1,1
d_2652_01,1,1
d_2653_01,1,1
d_2654_01,1,1
d_2654_02,1,1
d_2655_01,1,1
d_2655_02,1,1
d_2656_01,1,1
d_2657_01,1,1
d_2657_02,1,1
d_2657_03,1,1
d_2657_04,1,1
d_2657_05,1,1
d_2658_01,1,1
d_2659_01,1,1
d_2660_01,1,1
d_2660_02,1,1
d_2661_01,1,1
d_2662_01,1,1
d_2662_02,1,1
d_2663_01,1,1
d_2664_01,1,1
d_2665_01,1,1
d_2665_02,1,1
d_2665_03,1,1
d_2666_01,1,1
d_2667_01,1,1
d_2668_01,1,1
d_2669_01,1,1
d_2669_02,1,1
d_2670_01,1,1
d_2671_01,1,1
d_2672_01,1,1
d_2673_01,1,1
d_2673_02,1,1
d_2673_03,1,1
d_2673_04,1,1
d_2674_01,1,1
d_2675_01,1,1
d_2675_02,1,1
d_2676_01,1,1
d_2676_02,1,1
d_2677_01,1,1
d_2678_01,1,1
d_2678_02,1,1
d_2678_03,1,1
d_2678_04,1,1
d_2678_05,1,1
d_2679_01,1,1
d_2679_02,1,1
d_2679_03,1,1
d_2679_04,1,1
d_2679_05,1,1
d_2680_01,1,1
d_2681_01,1,1
d_2682_01,1,1
d_2683_01,1,1
d_2683_02,1,1
d_2684_01,1,1
d_2685_01,1,1
d_2685_02,1,1
d_2686_01,1,1
d_2686_02,1,1
d_2686_03,1,1
d_2686_04,1,1
d_2686_05,1,1
d_2687_01,1,1
d_2687_02,1,1
d_2687_03,1,1
d_2688_01,1,1
d_2688_02,1,1
d_2689_01,1,1
d_2690_01,1,1
d_2691_01,1,1
d_2692_01,1,1
d_2692_02,1,1
d_2692_03,1,1
d_2693_01,1,1
d_2693_02,1,1
d_2693_03,1,1
d_2694_01,1,1
d_2694_02,1,1
d_2694_03,1,1
d_2694_04,1,1
d_2694_05,1,1
d_2694_06,1,1
d_2695_01,1,1
d_2696_01,1,1
d_2696_02,1,1
d_2697_01,1,1
d_2698_01,1,1
d_2698_02,1,1
d_2699_01,1,1
d_2700_01,1,1
d_2700_02,1,1
d_2700_03,1,1
d_2700_04,1,1
d_2700_05,1,1
d_2700_06,1,1
d_2700_07,1,1
d_2701_01,1,1
d_2701_02,1,1
d_2701_03,1,1
d_2702_01,1,1
d_2702_02,1,1
d_2703_01,1,1
d_2704_01,1,1
d_2705_01,1,1
d_2705_02,1,1
d_2705_03,1,1
d_2706_01,1,1
d_2706_02,1,1
d_2706_03,1,1
d_2707_01,1,1
d_2708_01,1,1
d_2708_02,1,1
d_2708_03,1,1
d_2708_04,1,1
d_2709_01,1,1
d_2709_02,1,1
d_2710_01,1,1
d_2711_01,1,1
d_2711_02,1,1
d_2712_01,1,1
d_2712_02,1,1
d_2712_03,1,1
d_2712_04,1,1
d_2713_01,1,1
d_2713_02,1,1
d_2714_01,1,1
d_2714_02,1,1
d_2715_01,1,1
d_2715_02,1,1
d_2715_03,1,1
d_2715_04,1,1
d_2715_05,1,1
d_2715_06,1,1
d_2715_07,1,1
d_2716_01,1,1
d_2716_02,1,1
d_2716_03,1,1
d_2717_01,1,1
d_2718_01,1,1
d_2719_01,1,1
d_2720_01,1,1
d_2720_02,1,1
d_2721_01,1,1
d_2722_01,1,1
d_2722_02,1,1
d_2723_01,1,1
d_2724_01,1,1
d_2724_02,1,1
d_2724_03,1,1
d_2724_04,1,1
d_2725_01,1,1
d_2725_02,1,1
d_2725_03,1,1
d_2725_04,1,1
d_2726_01,1,1
d_2727_01,1,1
d_2727_02,1,1
d_2727_03,1,1
d_2727_04,1,1
d_2728_01,1,1
d_2728_02,1,1
d_2728_03,1,1
d_2728_04,1,1
d_2728_05,1,1
d_2729_01,1,1
d_2729_02,1,1
d_2729_03,1,1
d_2729_04,1,1
d_2729_05,1,1
d_2729_06,1,1
d_2729_07,1,1
d_2729_08,1,1
d_2729_09,1,1
d_2729_10,1,1
d_2729_11,1,1
d_2730_01,1,1
d_2731_01,1,1
d_2731_02,1,1
d_2732_01,1,1
d_2733_01,1,1
d_2734_01,1,1
d_2734_02,1,1
d_2734_03,1,1
