id,stereotype,implicit
s_4812,1,1
s_4813,0,0
s_4814,0,0
s_4815,0,0
s_4816,1,1
s_4817,0,0
s_4818,1,1
s_4819,0,0
s_4820,0,0
s_4821,0,0
s_4822,0,0
s_4823,0,0
s_4824,0,0
s_4825,0,0
s_4826,0,0
s_4827,0,0
s_4828,1,0
s_4829,0,0
s_4830,0,0
s_4831,0,0
s_4832,0,0
s_4833,0,0
s_4834,0,0
s_4835,0,0
s_4836,0,0
s_4837,0,0
s_4838,0,0
s_4839,1,1
s_4840,0,0
s_4841,0,0
s_4842,0,0
s_4843,0,0
s_4844,1,1
s_4845,0,0
s_4846,0,0
s_4847,1,1
s_4848,1,0
s_4849,0,0
s_4850,1,1
s_4851,0,0
s_4852,0,0
s_4853,1,0
s_4854,0,0
s_4855,0,0
s_4856,0,0
s_4857,0,0
s_4858,0,0
s_4859,0,0
s_4860,0,0
s_4861,0,0
s_4862,0,0
s_4863,0,0
s_4864,0,0
s_4865,1,0
s_4866,0,0
s_4867,0,0
s_4868,0,0
s_4869,0,0
s_4870,1,1
s_4871,0,0
s_4872,0,0
s_4873,0,0
s_4874,1,1
s_4875,0,0
s_4876,1,1
s_4877,0,0
s_4878,0,0
s_4879,0,0
s_4880,0,0
s_4881,0,0
s_4882,1,1
s_4883,1,0
s_4884,0,0
s_4885,0,0
s_4886,0,0
s_4887,0,0
s_4888,0,0
s_4889,0,0
s_4890,0,0
s_4891,0,0
s_4892,1,1
s_4893,0,0
s_4894,0,0
s_4895,0,0
s_4896,0,0
s_4897,0,0
s_4898,0,0
s_4899,0,0
s_4900,0,0
s_4901,1,0
s_4902,0,0
s_4903,0,0
s_4904,0,0
s_4905,0,0
s_4906,0,0
s_4907,0,0
s_4908,0,0
s_4909,0,0
s_4910,0,0
s_4911,0,0
s_4912,0,0
s_4913,0,0
s_4914,0,0
s_4915,0,0
s_4916,1,0
s_4917,1,0
s_4918,0,0
s_4919,0,0
s_4920,0,0
s_4921,0,0
s_4922,0,0
s_4923,0,0
s_4924,0,0
s_4925,0,0
s_4926,0,0
s_4927,0,0
s_4928,0,0
s_4929,0,0
s_4930,0,0
s_4931,0,0
s_4932,0,0
s_4933,1,1
s_4934,0,0
s_4935,0,0
s_4936,0,0
s_4937,1,0
s_4938,0,0
s_4939,0,0
s_4940,0,0
s_4941,0,0
s_4942,0,0
s_4943,0,0
s_4944,0,0
s_4945,1,0
s_4946,0,0
s_4947,0,0
s_4948,0,0
s_4949,0,0
s_4950,0,0
s_4951,0,0
s_4952,0,0
s_4953,0,0
s_4954,0,0
s_4955,0,0
s_4956,0,0
s_4957,0,0
s_4958,1,0
s_4959,0,0
s_4960,0,0
s_4961,0,0
s_4962,0,0
s_4963,0,0
s_4964,0,0
s_4965,0,0
s_4966,0,0
s_4967,0,0
s_4968,0,0
s_4969,0,0
s_4970,0,0
s_4971,0,0
s_4972,0,0
s_4973,0,0
s_4974,0,0
s_4975,0,0
s_4976,0,0
s_4977,0,0
s_4978,0,0
s_4979,0,0
s_4980,0,0
s_4981,0,0
s_4982,0,0
s_4983,0,0
s_4984,0,0
s_4985,0,0
s_4986,0,0
s_4987,0,0
s_4988,0,0
s_4989,0,0
s_4990,0,0
s_4991,0,0
s_4992,1,0
s_4993,1,0
s_4994,0,0
s_4995,1,0
s_4996,1,0
s_4997,0,0
s_4998,1,0
s_4999,0,0
s_5000,0,0
s_5001,1,0
s_5002,1,0
s_5003,1,0
s_5004,1,0
s_5005,0,0
s_5006,0,0
s_5007,0,0
s_5008,0,0
s_5009,0,0
s_5010,1,0
s_5011,1,0
s_5012,1,0
s_5013,0,0
s_5014,1,0
s_5015,1,0
s_5016,0,0
s_5017,0,0
s_5018,1,0
s_5019,0,0
s_5020,1,0
s_5021,0,0
s_5022,1,0
s_5023,1,0
s_5024,1,0
s_5025,0,0
s_5026,1,0
s_5027,1,0
s_5028,1,0
s_5029,1,0
s_5030,1,0
s_5031,1,0
s_5032,1,0
s_5033,0,0
s_5034,1,0
s_5035,0,0
s_5036,0,0
s_5037,1,0
s_5038,1,0
s_5039,1,0
s_5040,1,0
s_5041,1,0
s_5042,1,0
s_5043,1,0
s_5044,1,0
s_5045,0,0
s_5046,0,0
s_5047,0,0
s_5048,1,0
s_5049,0,0
s_5050,0,0
s_5051,0,0
s_5052,0,0
s_5053,0,0
s_5054,0,0
s_5055,0,0
s_5056,0,0
s_5057,0,0
s_5058,0,0
s_5059,0,0
s_5060,0,0
s_5061,0,0
s_5062,0,0
s_5063,0,0
s_5064,0,0
s_5065,1,0
s_5066,1,0
s_5067,0,0
s_5068,1,0
s_5069,0,0
s_5070,1,0
s_5071,1,0
s_5072,1,0
s_5073,0,0
s_5074,0,0
s_5075,1,0
s_5076,0,0
s_5077,0,0
s_5078,1,0
s_5079,1,0
s_5080,1,0
s_5081,0,0
s_5082,0,0
s_5083,1,0
s_5084,0,0
s_5085,0,0
s_5086,1,0
s_5087,1,0
s_5088,1,0
s_5089,0,0
s_5090,0,0
s_5091,1,0
s_5092,1,0
s_5093,1,0
s_5094,1,0
s_5095,0,0
s_5096,0,0
s_5097,1,0
s_5098,0,0
s_5099,0,0
s_5100,1,0
s_5101,0,0
s_5102,0,0
s_5103,1,0
s_5104,0,0
s_5105,1,0
s_5106,0,0
s_5107,0,0
s_5108,1,0
s_5109,1,0
s_5110,1,0
s_5111,1,0
s_5112,1,0
s_5113,1,0
s_5114,1,0
s_5115,1,0
s_5116,1,1
s_5117,0,0
s_5118,1,0
s_5119,1,0
s_5120,1,0
s_5121,1,0
s_5122,1,0
s_5123,0,0
s_5124,0,0
s_5125,1,0
s_5126,1,0
s_5127,1,0
s_5128,0,0
s_5129,1,0
s_5130,1,0
s_5131,1,0
s_5132,1,0
s_5133,0,0
s_5134,1,0
s_5135,1,0
s_5136,1,0
s_5137,1,1
s_5138,0,0
s_5139,1,0
s_5140,1,0
s_5141,0,0
s_5142,0,0
s_5143,0,0
s_5144,0,0
s_5145,0,0
s_5146,0,0
s_5147,0,0
s_5148,0,0
s_5149,0,0
s_5150,0,0
s_5151,0,0
s_5152,0,0
s_5153,1,0
s_5154,1,0
s_5155,1,1
s_5156,0,0
s_5157,0,0
s_5158,0,0
s_5159,0,0
s_5160,0,0
s_5161,0,0
s_5162,1,0
s_5163,0,0
s_5164,1,0
s_5165,0,0
s_5166,0,0
s_5167,0,0
s_5168,1,0
s_5169,1,0
s_5170,1,0
s_5171,1,0
s_5172,1,0
s_5173,1,0
s_5174,1,0
s_5175,0,0
s_5176,0,0
s_5177,0,0
s_5178,0,0
s_5179,0,0
s_5180,1,1
s_5181,0,0
s_5182,0,0
s_5183,0,0
s_5184,1,0
s_5185,0,0
s_5186,1,1
s_5187,0,0
s_5188,0,0
s_5189,0,0
s_5190,0,0
s_5191,0,0
s_5192,0,0
s_5193,0,0
s_5194,0,0
s_5195,0,0
s_5196,0,0
s_5197,0,0
s_5198,0,0
s_5199,0,0
s_5200,1,0
s_5201,0,0
s_5202,0,0
s_5203,0,0
s_5204,1,0
s_5205,0,0
s_5206,1,0
s_5207,1,0
s_5208,1,0
s_5209,1,0
s_5210,1,0
s_5211,0,0
s_5212,0,0
s_5213,1,0
s_5214,0,0
s_5215,1,0
s_5216,1,0
s_5217,1,0
s_5218,1,0
s_5219,1,0
s_5220,0,0
s_5221,1,0
s_5222,0,0
s_5223,0,0
s_5224,1,0
s_5225,1,0
s_5226,1,0
s_5227,1,0
s_5228,1,0
s_5229,1,0
s_5230,0,0
s_5231,1,0
s_5232,0,0
s_5233,1,0
s_5234,1,0
s_5235,0,0
s_5236,0,0
s_5237,1,1
s_5238,1,0
s_5239,0,0
s_5240,0,0
s_5241,0,0
s_5242,0,0
s_5243,0,0
s_5244,0,0
s_5245,0,0
s_5246,0,0
s_5247,0,0
s_5248,0,0
s_5249,1,0
s_5250,1,0
s_5251,1,0
s_5252,1,0
s_5253,1,0
s_5254,1,0
s_5255,0,0
s_5256,0,0
s_5257,0,0
s_5258,1,0
s_5259,1,0
s_5260,1,0
s_5261,1,0
s_5262,1,0
s_5263,0,0
s_5264,1,1
s_5265,0,0
s_5266,1,0
s_5267,1,0
s_5268,1,0
s_5269,0,0
s_5270,1,0
s_5271,1,0
s_5272,1,0
s_5273,1,0
s_5274,1,0
s_5275,1,0
s_5276,1,0
s_5277,0,0
s_5278,0,0
s_5279,1,0
s_5280,1,0
s_5281,1,0
s_5282,1,0
s_5283,0,0
s_5284,1,0
s_5285,1,0
s_5286,1,0
s_5287,0,0
s_5288,1,0
s_5289,0,0
s_5290,1,1
s_5291,0,0
s_5292,1,0
s_5293,0,0
s_5294,0,0
s_5295,0,0
s_5296,0,0
s_5297,0,0
s_5298,0,0
s_5299,0,0
s_5300,0,0
s_5301,0,0
s_5302,0,0
s_5303,0,0
s_5304,0,0
s_5305,0,0
s_5306,0,0
s_5307,0,0
s_5308,0,0
s_5309,0,0
s_5310,0,0
s_5311,0,0
s_5312,0,0
s_5313,0,0
s_5314,0,0
s_5315,0,0
s_5316,0,0
s_5317,0,0
s_5318,0,0
s_5319,0,0
s_5320,0,0
s_5321,0,0
s_5322,0,0
s_5323,0,0
s_5324,0,0
s_5325,0,0
s_5326,0,0
s_5327,0,0
s_5328,0,0
s_5329,0,0
s_5330,0,0
s_5331,0,0
s_5332,0,0
s_5333,1,0
s_5334,0,0
s_5335,0,0
s_5336,0,0
s_5337,0,0
s_5338,0,0
s_5339,1,0
s_5340,0,0
s_5341,0,0
s_5342,0,0
s_5343,0,0
s_5344,0,0
s_5345,1,0
s_5346,0,0
s_5347,0,0
s_5348,0,0
d_2548_01,0,0
d_2549_01,1,1
d_2549_02,0,0
d_2550_01,1,1
d_2551_01,1,1
d_2552_01,0,0
d_2552_02,0,0
d_2553_01,1,1
d_2553_02,1,1
d_2554_01,0,0
d_2554_02,0,0
d_2555_01,0,0
d_2555_02,0,0
d_2555_03,1,1
d_2556_01,1,1
d_2556_02,0,0
d_2557_01,0,0
d_2557_02,0,0
d_2558_01,0,0
d_2558_02,0,0
d_2558_03,1,1
d_2559_01,0,0
d_2559_02,0,0
d_2559_03,0,0
d_2560_01,1,1
d_2560_02,0,0
d_2561_01,0,0
d_2562_01,0,0
d_2563_01,0,0
d_2564_01,0,0
d_2564_02,1,1
d_2564_03,0,0
d_2565_01,0,0
d_2565_02,1,1
d_2565_03,1,0
d_2566_01,0,0
d_2566_02,0,0
d_2566_03,0,0
d_2566_04,1,1
d_2566_05,0,0
d_2566_06,0,0
d_2566_07,0,0
d_2567_01,0,0
d_2568_01,0,0
d_2568_02,0,0
d_2569_01,0,0
d_2569_02,0,0
d_2569_03,0,0
d_2570_01,0,0
d_2570_02,0,0
d_2571_01,0,0
d_2571_02,0,0
d_2571_03,0,0
d_2572_01,0,0
d_2573_01,0,0
d_2573_02,0,0
d_2573_03,1,1
d_2574_01,0,0
d_2575_01,0,0
d_2575_02,0,0
d_2575_03,1,1
d_2576_01,1,0
d_2576_02,0,0
d_2577_01,0,0
d_2577_02,0,0
d_2577_03,1,1
d_2578_01,0,0
d_2579_01,0,0
d_2580_01,0,0
d_2580_02,0,0
d_2581_01,1,0
d_2582_01,0,0
d_2582_02,1,1
d_2582_03,0,0
d_2583_01,0,0
d_2583_02,0,0
d_2583_03,1,1
d_2584_01,0,0
d_2585_01,0,0
d_2586_01,0,0
d_2586_02,0,0
d_2587_01,0,0
d_2587_02,0,0
d_2588_01,0,0
d_2588_02,0,0
d_2589_01,0,0
d_2590_01,0,0
d_2591_01,0,0
d_2592_01,0,0
d_2592_02,1,0
d_2592_03,0,0
d_2593_01,0,0
d_2593_02,0,0
d_2593_03,0,0
d_2594_01,0,0
d_2594_02,0,0
d_2595_01,0,0
d_2596_01,0,0
d_2596_02,0,0
d_2596_03,0,0
d_2596_04,0,0
d_2596_05,0,0
d_2596_06,0,0
d_2596_07,0,0
d_2597_01,0,0
d_2597_02,1,1
d_2597_03,1,1
d_2598_01,0,0
d_2599_01,0,0
d_2600_01,0,0
d_2601_01,0,0
d_2601_02,1,1
d_2601_03,1,1
d_2602_01,0,0
d_2602_02,0,0
d_2602_03,0,0
d_2602_04,0,0
d_2602_05,0,0
d_2603_01,1,1
d_2604_01,0,0
d_2604_02,1,1
d_2604_03,0,0
d_2604_04,0,0
d_2605_01,0,0
d_2606_01,1,1
d_2607_01,0,0
d_2607_02,0,0
d_2608_01,0,0
d_2608_02,1,1
d_2608_03,0,0
d_2608_04,0,0
d_2609_01,0,0
d_2610_01,0,0
d_2610_02,0,0
d_2610_03,1,1
d_2610_04,0,0
d_2610_05,0,0
d_2611_01,0,0
d_2611_02,1,1
d_2611_03,0,0
d_2612_01,0,0
d_2612_02,0,0
d_2613_01,0,0
d_2614_01,0,0
d_2615_01,0,0
d_2616_01,0,0
d_2617_01,0,0
d_2617_02,0,0
d_2618_01,0,0
d_2619_01,0,0
d_2620_01,0,0
d_2621_01,0,0
d_2622_01,0,0
d_2623_01,0,0
d_2623_02,0,0
d_2623_03,0,0
d_2624_01,0,0
d_2625_01,0,0
d_2626_01,1,1
d_2626_02,0,0
d_2627_01,1,0
d_2627_02,0,0
d_2628_01,0,0
d_2629_01,0,0
d_2630_01,0,0
d_2631_01,0,0
d_2631_02,0,0
d_2632_01,0,0
d_2632_02,0,0
d_2633_01,0,0
d_2634_01,0,0
d_2635_01,0,0
d_2636_01,1,1
d_2636_02,0,0
d_2636_03,1,1
d_2636_04,0,0
d_2636_05,0,0
d_2637_01,0,0
d_2637_02,0,0
d_2637_03,1,1
d_2638_01,0,0
d_2638_02,0,0
d_2639_01,0,0
d_2640_01,0,0
d_2641_01,0,0
d_2642_01,0,0
d_2642_02,0,0
d_2642_03,0,0
d_2642_04,0,0
d_2642_05,0,0
d_2643_01,0,0
d_2643_02,0,0
d_2644_01,0,0
d_2645_01,0,0
d_2645_02,0,0
d_2645_03,0,0
d_2645_04,0,0
d_2645_05,0,0
d_2646_01,0,0
d_2647_01,0,0
d_2648_01,0,0
d_2648_02,0,0
d_2649_01,1,1
d_2649_02,0,0
d_2650_01,0,0
d_2651_01,0,0
d_2651_02,0,0
d_2652_01,0,0
d_2653_01,0,0
d_2654_01,1,1
d_2654_02,0,0
d_2655_01,0,0
d_2655_02,0,0
d_2656_01,1,1
d_2657_01,0,0
d_2657_02,0,0
d_2657_03,0,0
d_2657_04,0,0
d_2657_05,0,0
d_2658_01,1,1
d_2659_01,0,0
d_2660_01,0,0
d_2660_02,0,0
d_2661_01,1,1
d_2662_01,0,0
d_2662_02,0,0
d_2663_01,1,1
d_2664_01,0,0
d_2665_01,0,0
d_2665_02,0,0
d_2665_03,0,0
d_2666_01,0,0
d_2667_01,0,0
d_2668_01,0,0
d_2669_01,0,0
d_2669_02,0,0
d_2670_01,1,1
d_2671_01,0,0
d_2672_01,0,0
d_2673_01,0,0
d_2673_02,0,0
d_2673_03,0,0
d_2673_04,0,0
d_2674_01,0,0
d_2675_01,1,0
d_2675_02,0,0
d_2676_01,0,0
d_2676_02,0,0
d_2677_01,1,1
d_2678_01,0,0
d_2678_02,0,0
d_2678_03,0,0
d_2678_04,0,0
d_2678_05,0,0
d_2679_01,0,0
d_2679_02,0,0
d_2679_03,0,0
d_2679_04,0,0
d_2679_05,0,0
d_2680_01,0,0
d_2681_01,1,1
d_2682_01,0,0
d_2683_01,0,0
d_2683_02,0,0
d_2684_01,0,0
d_2685_01,0,0
d_2685_02,0,0
d_2686_01,0,0
d_2686_02,1,1
d_2686_03,0,0
d_2686_04,0,0
d_2686_05,0,0
d_2687_01,1,1
d_2687_02,0,0
d_2687_03,1,1
d_2688_01,0,0
d_2688_02,1,1
d_2689_01,1,1
d_2690_01,0,0
d_2691_01,0,0
d_2692_01,0,0
d_2692_02,1,1
d_2692_03,0,0
d_2693_01,0,0
d_2693_02,1,1
d_2693_03,0,0
d_2694_01,0,0
d_2694_02,1,1
d_2694_03,1,1
d_2694_04,1,1
d_2694_05,1,1
d_2694_06,1,0
d_2695_01,0,0
d_2696_01,0,0
d_2696_02,0,0
d_2697_01,0,0
d_2698_01,0,0
d_2698_02,0,0
d_2699_01,0,0
d_2700_01,0,0
d_2700_02,0,0
d_2700_03,0,0
d_2700_04,0,0
d_2700_05,0,0
d_2700_06,0,0
d_2700_07,0,0
d_2701_01,0,0
d_2701_02,0,0
d_2701_03,0,0
d_2702_01,0,0
d_2702_02,0,0
d_2703_01,0,0
d_2704_01,0,0
d_2705_01,0,0
d_2705_02,0,0
d_2705_03,0,0
d_2706_01,0,0
d_2706_02,1,1
d_2706_03,1,0
d_2707_01,0,0
d_2708_01,0,0
d_2708_02,0,0
d_2708_03,0,0
d_2708_04,0,0
d_2709_01,0,0
d_2709_02,1,1
d_2710_01,0,0
d_2711_01,0,0
d_2711_02,0,0
d_2712_01,0,0
d_2712_02,1,0
d_2712_03,0,0
d_2712_04,0,0
d_2713_01,0,0
d_2713_02,1,1
d_2714_01,1,1
d_2714_02,0,0
d_2715_01,0,0
d_2715_02,0,0
d_2715_03,1,1
d_2715_04,0,0
d_2715_05,0,0
d_2715_06,1,1
d_2715_07,1,1
d_2716_01,0,0
d_2716_02,1,1
d_2716_03,1,1
d_2717_01,0,0
d_2718_01,0,0
d_2719_01,0,0
d_2720_01,0,0
d_2720_02,0,0
d_2721_01,1,1
d_2722_01,0,0
d_2722_02,0,0
d_2723_01,0,0
d_2724_01,1,1
d_2724_02,0,0
d_2724_03,1,1
d_2724_04,1,1
d_2725_01,0,0
d_2725_02,0,0
d_2725_03,0,0
d_2725_04,0,0
d_2726_01,0,0
d_2727_01,0,0
d_2727_02,0,0
d_2727_03,0,0
d_2727_04,1,1
d_2728_01,0,0
d_2728_02,0,0
d_2728_03,0,0
d_2728_04,0,0
d_2728_05,0,0
d_2729_01,0,0
d_2729_02,0,0
d_2729_03,0,0
d_2729_04,0,0
d_2729_05,0,0
d_2729_06,0,0
d_2729_07,0,0
d_2729_08,1,1
d_2729_09,0,0
d_2729_10,0,0
d_2729_11,0,0
d_2730_01,0,0
d_2731_01,0,0
d_2731_02,0,0
d_2732_01,0,0
d_2733_01,0,0
d_2734_01,0,0
d_2734_02,0,0
d_2734_03,1,1
